"Label","Entry time (UTC+1)","Symbol","Quantity","Volume","Type","Entry price","Broker commission","Swaps","Closing price","Closing time (UTC+1)","Net $","Pips","Gross $","Balance $","ID"
"LONDON_1B1S","04/06/2021 14:37:06.092","US30","1.10 Lots","1.10 Indices","Buy","34699.4","0.00","0.00","34637.5","04/06/2021 14:53:47.846","-68.09","-61.9","-68.09","6 081.54","902"
"LONDON_1B1S","10/06/2021 14:35:00.254","US30","1.10 Lots","1.10 Indices","Buy","34674.9","0.00","0.00","34613.0","10/06/2021 15:11:15.613","-68.09","-61.9","-68.09","6 013.45","904"
"LONDON_1B1S","11/06/2021 15:30:53.403","US30","0.90 Lots","0.90 Indices","Sell","34443.5","0.00","0.00","34452.3","11/06/2021 20:55:00.115","-7.92","-8.8","-7.92","6 005.53","906"
"LONDON_1B1S","15/06/2021 14:37:50.989","US30","0.90 Lots","0.90 Indices","Sell","34352.9","0.00","0.00","34230.0","15/06/2021 15:45:59.703","110.61","122.9","110.61","6 116.14","908"
"LONDON_1B1S","17/06/2021 14:35:00.039","US30","1.10 Lots","1.10 Indices","Buy","34071.2","0.00","0.00","34008.8","17/06/2021 14:41:57.250","-68.64","-62.4","-68.64","6 047.50","910"
"LONDON_1B1S","18/06/2021 14:35:18.410","US30","0.90 Lots","0.90 Indices","Sell","33413.1","0.00","0.00","33475.0","18/06/2021 14:38:33.639","-55.71","-61.9","-55.71","5 991.79","912"
"LONDON_1B1S","21/06/2021 14:36:15.287","US30","1.10 Lots","1.10 Indices","Buy","33530.1","0.00","0.00","33654.7","21/06/2021 15:02:01.014","137.06","124.6","137.06","6 128.85","914"
"RRL","21/06/2021 16:30:00.280","US30","0.90 Lots","0.90 Indices","Buy","33794.4","0.00","0.00","33898.6","21/06/2021 20:55:00.115","93.78","104.2","93.78","6 222.63","917"
"RRL","21/06/2021 16:35:00.929","US30","0.90 Lots","0.90 Indices","Buy","33800.9","0.00","0.00","33898.6","21/06/2021 20:55:00.115","87.93","97.7","87.93","6 310.56","918"
"RRL","22/06/2021 16:30:00.164","US30","1.00 Lots","1 Indices","Buy","33940.2","0.00","0.00","33877.8","22/06/2021 18:06:05.296","-62.40","-62.4","-62.40","6 248.16","921"
"RRL","22/06/2021 16:35:00.278","US30","1.00 Lots","1 Indices","Buy","33928.2","0.00","0.00","33984.3","22/06/2021 20:55:00.115","56.10","56.1","56.10","6 304.26","922"
"LONDON_1B1S","24/06/2021 14:35:12.995","US30","1.20 Lots","1.20 Indices","Buy","34092.4","0.00","0.00","34215.5","24/06/2021 18:11:13.819","147.72","123.1","147.72","6 451.98","926"
"RRL","24/06/2021 18:00:00.730","US30","1.00 Lots","1 Indices","Buy","34205.9","0.00","0.00","34219.3","24/06/2021 20:55:00.115","13.40","13.4","13.40","6 465.38","927"
"RRL","24/06/2021 18:05:00.089","US30","1.00 Lots","1 Indices","Buy","34196.9","0.00","0.00","34219.3","24/06/2021 20:55:00.115","22.40","22.4","22.40","6 487.78","928"
"LONDON_1B1S","25/06/2021 15:30:00.067","US30","1.20 Lots","1.20 Indices","Buy","34418.2","0.00","0.00","34474.1","25/06/2021 20:55:00.115","67.08","55.9","67.08","6 554.86","932"
"RRL","25/06/2021 16:35:01.217","US30","1.00 Lots","1 Indices","Buy","34427.7","0.00","0.00","34474.1","25/06/2021 20:55:00.115","46.40","46.4","46.40","6 601.26","933"
"RRL","25/06/2021 16:40:00.289","US30","1.00 Lots","1 Indices","Buy","34420.7","0.00","0.00","34474.1","25/06/2021 20:55:00.115","53.40","53.4","53.40","6 654.66","934"
"LONDON_1B1S","28/06/2021 14:35:59.289","US30","1.00 Lots","1 Indices","Sell","34371.1","0.00","0.00","34246.2","28/06/2021 16:16:42.310","124.90","124.9","124.90","6 779.56","936"
"LONDON_1B1S","29/06/2021 14:35:00.241","US30","1.30 Lots","1.30 Indices","Buy","34454.7","0.00","0.00","34392.3","29/06/2021 14:42:01.923","-81.12","-62.4","-81.12","6 698.44","938"
"RRL","02/07/2021 17:35:00.117","US30","0.50 Lots","0.50 Indices","Buy","34752.7","0.00","0.00","34807.0","02/07/2021 20:55:00.115","27.15","54.3","27.15","6 725.59","941"
"RRL","02/07/2021 17:40:00.386","US30","0.50 Lots","0.50 Indices","Buy","34759.7","0.00","0.00","34807.0","02/07/2021 20:55:00.115","23.65","47.3","23.65","6 749.24","942"
"RRL","08/07/2021 16:40:00.200","US30","0.50 Lots","0.50 Indices","Buy","34396.5","0.00","0.00","34335.0","08/07/2021 19:18:21.370","-30.75","-61.5","-30.75","6 686.99","946"
"RRL","08/07/2021 16:45:00.209","US30","0.50 Lots","0.50 Indices","Buy","34399.0","0.00","0.00","34336.0","08/07/2021 19:17:30.379","-31.50","-63","-31.50","6 717.74","945"
"LONDON_1B1S","09/07/2021 14:39:30.371","US30","1.00 Lots","1 Indices","Buy","34690.8","0.00","0.00","34813.9","09/07/2021 15:02:52.637","123.10","123.1","123.10","6 810.09","948"
"RRL","09/07/2021 16:30:00.323","US30","0.50 Lots","0.50 Indices","Buy","34835.1","0.00","0.00","34877.7","09/07/2021 20:55:00.115","21.30","42.6","21.30","6 831.39","951"
"RRL","09/07/2021 16:35:00.028","US30","0.50 Lots","0.50 Indices","Buy","34846.6","0.00","0.00","34877.7","09/07/2021 20:55:00.115","15.55","31.1","15.55","6 846.94","952"
"LONDON_1B1S","12/07/2021 14:36:24.836","US30","1.10 Lots","1.10 Indices","Buy","34843.1","0.00","0.00","34965.7","12/07/2021 15:06:52.691","134.86","122.6","134.86","6 981.80","954"
"RRL","12/07/2021 16:30:00.141","US30","0.50 Lots","0.50 Indices","Buy","34973.5","0.00","0.00","35004.7","12/07/2021 20:55:00.115","15.60","31.2","15.60","6 997.40","957"
"RRL","12/07/2021 17:30:00.653","US30","0.50 Lots","0.50 Indices","Buy","34963.5","0.00","0.00","35004.7","12/07/2021 20:55:00.115","20.60","41.2","20.60","7 018.00","958"
"LONDON_1B1S","13/07/2021 14:40:13.473","US30","1.10 Lots","1.10 Indices","Buy","35004.6","0.00","0.00","34941.2","13/07/2021 14:46:09.150","-69.74","-63.4","-69.74","6 948.26","960"
"LONDON_1B1S","15/07/2021 15:01:49.646","US30","1.10 Lots","1.10 Indices","Buy","34891.8","0.00","0.00","34964.7","15/07/2021 20:55:00.032","80.19","72.9","80.19","6 966.65","966"
"RRL","15/07/2021 16:30:00.234","US30","0.50 Lots","0.50 Indices","Buy","34929.7","0.00","0.00","34867.9","15/07/2021 18:39:14.915","-30.90","-61.8","-30.90","6 886.46","965"
"RRL","15/07/2021 16:35:00.284","US30","0.50 Lots","0.50 Indices","Buy","34953.2","0.00","0.00","34891.4","15/07/2021 18:31:47.989","-30.90","-61.8","-30.90","6 917.36","964"
"LONDON_1B1S","20/07/2021 14:49:16.638","US30","1.10 Lots","1.10 Indices","Buy","34260.1","0.00","0.00","34383.2","20/07/2021 14:59:16.575","135.41","123.1","135.41","7 102.06","968"
"RRL","20/07/2021 16:30:00.602","US30","0.50 Lots","0.50 Indices","Buy","34475.2","0.00","0.00","34597.8","20/07/2021 17:35:00.334","61.30","122.6","61.30","7 163.36","971"
"RRL","20/07/2021 16:35:00.006","US30","0.50 Lots","0.50 Indices","Buy","34479.7","0.00","0.00","34602.9","20/07/2021 17:49:18.323","61.60","123.2","61.60","7 224.96","972"
"RRL","22/07/2021 18:20:00.171","US30","0.50 Lots","0.50 Indices","Buy","34809.1","0.00","0.00","34825.4","22/07/2021 20:55:00.115","8.15","16.3","8.15","7 233.11","975"
"RRL","22/07/2021 18:25:00.662","US30","0.50 Lots","0.50 Indices","Buy","34809.6","0.00","0.00","34825.4","22/07/2021 20:55:00.115","7.90","15.8","7.90","7 241.01","976"
"LONDON_1B1S","23/07/2021 14:35:00.276","US30","1.10 Lots","1.10 Indices","Buy","35036.3","0.00","0.00","34974.4","23/07/2021 14:46:54.061","-68.09","-61.9","-68.09","7 172.92","978"
"RRL","23/07/2021 16:30:00.757","US30","0.50 Lots","0.50 Indices","Buy","35077.0","0.00","0.00","35014.1","23/07/2021 16:57:22.822","-31.45","-62.9","-31.45","7 141.47","981"
"RRL","23/07/2021 16:40:00.208","US30","0.50 Lots","0.50 Indices","Buy","35062.0","0.00","0.00","35000.1","23/07/2021 16:59:26.877","-30.95","-61.9","-30.95","7 110.52","982"
"LONDON_1B1S","26/07/2021 14:35:00.020","US30","1.10 Lots","1.10 Indices","Buy","35071.0","0.00","0.00","35009.1","26/07/2021 14:41:29.920","-68.09","-61.9","-68.09","7 042.43","984"
"RRL","26/07/2021 18:25:00.656","US30","0.50 Lots","0.50 Indices","Buy","35101.9","0.00","0.00","35140.3","26/07/2021 20:55:00.115","19.20","38.4","19.20","7 061.63","987"
"RRL","26/07/2021 19:05:03.999","US30","0.50 Lots","0.50 Indices","Buy","35111.4","0.00","0.00","35140.3","26/07/2021 20:55:00.115","14.45","28.9","14.45","7 076.08","988"
"LONDON_1B1S","29/07/2021 14:35:00.210","US30","1.10 Lots","1.10 Indices","Buy","35122.3","0.00","0.00","35056.9","29/07/2021 14:43:26.818","-71.94","-65.4","-71.94","7 004.14","990"
"RRL","29/07/2021 18:35:03.527","US30","0.50 Lots","0.50 Indices","Buy","35161.7","0.00","0.00","35099.8","29/07/2021 20:15:00.411","-30.95","-61.9","-30.95","6 973.19","992"
"LONDON_1B1S","02/08/2021 14:50:04.457","US30","1.70 Lots","1.70 Indices","Buy","35178.4","0.00","0.00","35116.5","02/08/2021 14:54:46.916","-105.23","-61.9","-105.23","6 867.96","994"
"LONDON_1B1S","03/08/2021 14:35:37.825","US30","1.30 Lots","1.30 Indices","Sell","34880.2","0.00","0.00","34757.1","03/08/2021 14:49:42.454","160.03","123.1","160.03","7 027.99","996"
"RRL","03/08/2021 16:40:00.067","US30","0.50 Lots","0.50 Indices","Buy","34962.9","0.00","0.00","35086.0","03/08/2021 20:06:15.450","61.55","123.1","61.55","7 058.34","1000"
"RRL","03/08/2021 16:45:00.064","US30","0.50 Lots","0.50 Indices","Buy","35044.9","0.00","0.00","34982.5","03/08/2021 17:19:04.967","-31.20","-62.4","-31.20","6 996.79","999"
"LONDON_1B1S","05/08/2021 14:35:00.031","US30","1.70 Lots","1.70 Indices","Buy","34934.4","0.00","0.00","35018.9","05/08/2021 20:55:00.115","143.65","84.5","143.65","7 201.99","1002"
"LONDON_1B1S","06/08/2021 14:35:00.132","US30","1.70 Lots","1.70 Indices","Buy","35219.6","0.00","0.00","35155.2","06/08/2021 14:57:03.496","-109.48","-64.4","-109.48","7 092.51","1004"
"LONDON_1B1S","09/08/2021 14:42:04.751","US30","1.30 Lots","1.30 Indices","Sell","35057.6","0.00","0.00","35119.5","09/08/2021 14:44:21.406","-80.47","-61.9","-80.47","7 012.04","1006"
"LONDON_1B1S","10/08/2021 14:35:00.165","US30","1.70 Lots","1.70 Indices","Buy","35124.3","0.00","0.00","35249.9","10/08/2021 15:14:17.765","213.52","125.6","213.52","7 225.56","1008"
"RRL","10/08/2021 16:35:00.103","US30","0.50 Lots","0.50 Indices","Buy","35237.5","0.00","0.00","35244.5","10/08/2021 20:55:00.020","3.50","7","3.50","7 229.06","1011"
"RRL","10/08/2021 16:40:00.367","US30","0.50 Lots","0.50 Indices","Buy","35246.5","0.00","0.00","35244.5","10/08/2021 20:55:00.020","-1.00","-2","-1.00","7 228.06","1012"
"LONDON_1B1S","12/08/2021 14:50:29.976","US30","1.40 Lots","1.40 Indices","Sell","35440.9","0.00","0.00","35490.0","12/08/2021 20:55:00.115","-68.74","-49.1","-68.74","7 159.32","1014"
"LONDON_1B1S","13/08/2021 15:40:05.617","US30","1.30 Lots","1.30 Indices","Sell","35495.7","0.00","0.00","35488.2","13/08/2021 20:55:00.115","9.75","7.5","9.75","7 169.07","1016"
"LONDON_1B1S","16/08/2021 14:35:00.716","US30","1.30 Lots","1.30 Indices","Sell","35310.2","0.00","0.00","35372.1","16/08/2021 15:08:10.938","-80.47","-61.9","-80.47","7 088.60","1018"
"RRL","16/08/2021 16:40:00.009","US30","0.50 Lots","0.50 Indices","Buy","35436.9","0.00","0.00","35559.5","16/08/2021 19:52:52.096","61.30","122.6","61.30","7 149.90","1021"
"RRL","16/08/2021 17:35:00.285","US30","0.50 Lots","0.50 Indices","Buy","35449.9","0.00","0.00","35573.0","16/08/2021 20:20:22.914","61.55","123.1","61.55","7 211.45","1022"
"LONDON_1B1S","19/08/2021 14:35:00.167","US30","1.70 Lots","1.70 Indices","Buy","34852.7","0.00","0.00","34790.8","19/08/2021 14:37:50.948","-105.23","-61.9","-105.23","7 106.22","1024"
"RRL","19/08/2021 16:55:00.230","US30","0.50 Lots","0.50 Indices","Buy","34937.2","0.00","0.00","34875.3","19/08/2021 18:26:32.217","-30.95","-61.9","-30.95","7 075.27","1027"
"RRL","19/08/2021 17:35:00.006","US30","0.50 Lots","0.50 Indices","Buy","34934.7","0.00","0.00","34872.8","19/08/2021 18:26:32.917","-30.95","-61.9","-30.95","7 044.32","1028"
"LONDON_1B1S","20/08/2021 14:35:00.093","US30","1.70 Lots","1.70 Indices","Buy","34929.4","0.00","0.00","35054.0","20/08/2021 15:03:37.624","211.82","124.6","211.82","7 256.14","1030"
"RRL","20/08/2021 16:30:00.219","US30","0.50 Lots","0.50 Indices","Buy","35053.4","0.00","0.00","35176.5","20/08/2021 17:49:30.561","61.55","123.1","61.55","7 317.69","1033"
"RRL","20/08/2021 16:35:00.255","US30","0.50 Lots","0.50 Indices","Buy","35086.9","0.00","0.00","35124.0","20/08/2021 20:55:00.001","18.55","37.1","18.55","7 336.24","1034"
"LONDON_1B1S","23/08/2021 14:35:00.140","US30","1.70 Lots","1.70 Indices","Buy","35325.9","0.00","0.00","35364.3","23/08/2021 20:55:00.012","65.28","38.4","65.28","7 401.52","1038"
"RRL","23/08/2021 16:30:00.444","US30","0.50 Lots","0.50 Indices","Buy","35381.5","0.00","0.00","35364.3","23/08/2021 20:55:00.012","-8.60","-17.2","-8.60","7 392.92","1039"
"RRL","23/08/2021 17:40:00.280","US30","0.50 Lots","0.50 Indices","Buy","35393.5","0.00","0.00","35364.3","23/08/2021 20:55:00.012","-14.60","-29.2","-14.60","7 378.32","1040"
"LONDON_1B1S","26/08/2021 14:35:00.196","US30","1.70 Lots","1.70 Indices","Buy","35485.2","0.00","0.00","35422.3","26/08/2021 15:07:06.289","-106.93","-62.9","-106.93","7 271.39","1042"
"LONDON_1B1S","27/08/2021 15:30:00.227","US30","1.70 Lots","1.70 Indices","Buy","35444.0","0.00","0.00","35457.9","27/08/2021 20:55:00.061","23.63","13.9","23.63","7 295.02","1046"
"RRL","27/08/2021 16:30:00.409","US30","0.50 Lots","0.50 Indices","Buy","35421.0","0.00","0.00","35457.9","27/08/2021 20:55:00.061","18.45","36.9","18.45","7 313.47","1047"
"RRL","27/08/2021 16:35:00.554","US30","0.50 Lots","0.50 Indices","Buy","35440.0","0.00","0.00","35457.9","27/08/2021 20:55:00.061","8.95","17.9","8.95","7 322.42","1048"
"LONDON_1B1S","30/08/2021 14:35:05.200","US30","1.40 Lots","1.40 Indices","Sell","35439.8","0.00","0.00","35501.7","30/08/2021 16:13:46.027","-86.66","-61.9","-86.66","7 235.76","1050"
"LONDON_1B1S","31/08/2021 14:46:40.804","US30","1.40 Lots","1.40 Indices","Sell","35303.4","0.00","0.00","35365.8","31/08/2021 15:05:02.927","-87.36","-62.4","-87.36","7 148.40","1052"
"RRL","31/08/2021 16:30:00.019","US30","0.50 Lots","0.50 Indices","Buy","35421.1","0.00","0.00","35358.7","31/08/2021 18:26:13.466","-31.20","-62.4","-31.20","7 086.25","1056"
"RRL","31/08/2021 16:35:00.002","US30","0.50 Lots","0.50 Indices","Buy","35432.6","0.00","0.00","35370.7","31/08/2021 18:22:52.355","-30.95","-61.9","-30.95","7 117.45","1055"
"RRL","01/10/2021 17:30:00.238","US30","0.50 Lots","0.50 Indices","Buy","34125.9","0.00","0.00","34249.1","01/10/2021 18:41:25.830","61.60","123.2","61.60","7 147.85","1059"
"RRL","01/10/2021 17:35:00.730","US30","0.50 Lots","0.50 Indices","Buy","34144.4","0.00","0.00","34267.1","01/10/2021 18:45:00.319","61.35","122.7","61.35","7 209.20","1060"
"RRL","05/10/2021 16:30:00.134","US30","0.50 Lots","0.50 Indices","Buy","34458.7","0.00","0.00","34396.8","05/10/2021 16:48:02.145","-30.95","-61.9","-30.95","7 147.05","1064"
"RRL","05/10/2021 16:35:00.214","US30","0.50 Lots","0.50 Indices","Buy","34464.7","0.00","0.00","34402.3","05/10/2021 16:42:54.024","-31.20","-62.4","-31.20","7 178.00","1063"
"RRL","07/10/2021 16:30:00.156","US30","0.50 Lots","0.50 Indices","Buy","34920.4","0.00","0.00","34858.9","07/10/2021 19:00:59.015","-30.75","-61.5","-30.75","7 084.55","1068"
"RRL","07/10/2021 16:35:00.093","US30","0.50 Lots","0.50 Indices","Buy","34927.9","0.00","0.00","34864.4","07/10/2021 19:00:52.364","-31.75","-63.5","-31.75","7 115.30","1067"
"RRL","11/10/2021 16:45:00.104","US30","0.50 Lots","0.50 Indices","Buy","34947.1","0.00","0.00","34885.2","11/10/2021 17:04:31.715","-30.95","-61.9","-30.95","7 053.60","1071"
"RRL","11/10/2021 16:50:00.747","US30","0.50 Lots","0.50 Indices","Buy","34928.1","0.00","0.00","34866.2","11/10/2021 17:05:11.444","-30.95","-61.9","-30.95","7 022.65","1072"
"RRL","14/10/2021 16:30:00.258","US30","0.50 Lots","0.50 Indices","Buy","34844.0","0.00","0.00","34908.2","14/10/2021 20:55:00.115","32.10","64.2","32.10","7 054.75","1075"
"RRL","14/10/2021 16:35:00.693","US30","0.50 Lots","0.50 Indices","Buy","34831.5","0.00","0.00","34908.2","14/10/2021 20:55:00.115","38.35","76.7","38.35","7 093.10","1076"
"RRL","15/10/2021 18:40:00.254","US30","0.50 Lots","0.50 Indices","Buy","35244.6","0.00","0.00","35298.2","15/10/2021 20:55:00.052","26.80","53.6","26.80","7 119.90","1079"
"RRL","15/10/2021 18:45:00.501","US30","0.50 Lots","0.50 Indices","Buy","35251.1","0.00","0.00","35298.2","15/10/2021 20:55:00.052","23.55","47.1","23.55","7 143.45","1080"
"RRL","18/10/2021 16:30:00.167","US30","0.50 Lots","0.50 Indices","Buy","35280.4","0.00","0.00","35218.9","18/10/2021 19:22:34.418","-30.75","-61.5","-30.75","7 112.70","1083"
"RRL","18/10/2021 16:35:00.327","US30","0.50 Lots","0.50 Indices","Buy","35277.9","0.00","0.00","35216.4","18/10/2021 19:22:35.694","-30.75","-61.5","-30.75","7 081.95","1084"
"RRL","19/10/2021 16:30:00.045","US30","0.50 Lots","0.50 Indices","Buy","35425.7","0.00","0.00","35363.6","19/10/2021 19:33:41.397","-31.05","-62.1","-31.05","7 050.90","1087"
"RRL","19/10/2021 16:40:00.260","US30","0.50 Lots","0.50 Indices","Buy","35420.7","0.00","0.00","35433.2","19/10/2021 20:55:00.062","6.25","12.5","6.25","7 057.15","1088"
"RRL","25/10/2021 17:30:00.507","US30","0.50 Lots","0.50 Indices","Buy","35749.3","0.00","0.00","35718.4","25/10/2021 20:55:00.006","-15.45","-30.9","-15.45","7 041.70","1091"
"RRL","25/10/2021 17:55:00.473","US30","0.50 Lots","0.50 Indices","Buy","35742.0","0.00","0.00","35718.4","25/10/2021 20:55:00.006","-11.80","-23.6","-11.80","7 029.90","1092"
"RRL","26/10/2021 16:45:00.258","US30","0.50 Lots","0.50 Indices","Buy","35880.5","0.00","0.00","35818.6","26/10/2021 17:00:32.849","-30.95","-61.9","-30.95","6 998.95","1094"
"RRL","29/10/2021 17:30:00.203","US30","0.50 Lots","0.50 Indices","Buy","35849.7","0.00","0.00","35787.7","29/10/2021 18:45:51.589","-31.00","-62","-31.00","6 967.95","1097"
"RRL","29/10/2021 17:35:00.277","US30","0.50 Lots","0.50 Indices","Buy","35827.2","0.00","0.00","35765.7","29/10/2021 19:17:02.897","-30.75","-61.5","-30.75","6 937.20","1098"
"LONDON_1B1S","01/11/2021 15:05:00.174","US30","1.60 Lots","1.60 Indices","Sell","35857.4","0.00","0.00","35919.3","01/11/2021 15:09:00.618","-99.04","-61.9","-99.04","6 838.16","1100"
"LONDON_1B1S","02/11/2021 15:40:55.439","US30","2.20 Lots","2.20 Indices","Buy","35983.4","0.00","0.00","36037.5","02/11/2021 20:55:00.115","119.02","54.1","119.02","6 957.18","1104"
"RRL","02/11/2021 17:51:25.293","US30","1.10 Lots","1.10 Indices","Buy","36085.5","0.00","0.00","36037.5","02/11/2021 20:55:00.115","-52.80","-48","-52.80","6 904.38","1105"
"RRL","02/11/2021 18:00:00.396","US30","1.10 Lots","1.10 Indices","Buy","36069.5","0.00","0.00","36037.5","02/11/2021 20:55:00.115","-35.20","-32","-35.20","6 869.18","1106"
"LONDON_1B1S","04/11/2021 16:04:08.876","US30","1.60 Lots","1.60 Indices","Sell","36066.8","0.00","0.00","36094.3","04/11/2021 20:55:00.027","-44.00","-27.5","-44.00","6 825.18","1108"
"LONDON_1B1S","05/11/2021 15:05:00.035","US30","2.20 Lots","2.20 Indices","Buy","36474.9","0.00","0.00","36411.5","05/11/2021 15:22:35.860","-139.48","-63.4","-139.48","6 685.70","1110"
"LONDON_1B1S","08/11/2021 15:35:00.380","US30","2.10 Lots","2.10 Indices","Buy","36527.2","0.00","0.00","36462.8","08/11/2021 15:39:09.992","-135.24","-64.4","-135.24","6 550.46","1112"
"LONDON_1B1S","09/11/2021 15:56:06.349","US30","1.50 Lots","1.50 Indices","Sell","36305.9","0.00","0.00","36182.3","09/11/2021 18:00:21.557","185.40","123.6","185.40","6 735.86","1114"
"RRL","11/11/2021 19:15:00.218","US30","0.50 Lots","0.50 Indices","Sell","35950.1","0.00","0.00","35946.9","11/11/2021 21:55:00.039","1.60","3.2","1.60","6 737.46","1117"
"RRL","11/11/2021 19:20:00.090","US30","0.50 Lots","0.50 Indices","Sell","35953.1","0.00","0.00","35946.9","11/11/2021 21:55:00.039","3.10","6.2","3.10","6 740.56","1118"
"LONDON_1B1S","12/11/2021 17:15:37.518","US30","2.10 Lots","2.10 Indices","Buy","36067.0","0.00","0.00","36093.5","12/11/2021 21:55:00.115","55.65","26.5","55.65","6 796.21","1122"
"RRL","12/11/2021 17:30:00.285","US30","1.00 Lots","1 Indices","Buy","36075.0","0.00","0.00","36093.5","12/11/2021 21:55:00.115","18.50","18.5","18.50","6 814.71","1123"
"RRL","12/11/2021 17:35:00.790","US30","1.00 Lots","1 Indices","Buy","36082.5","0.00","0.00","36093.5","12/11/2021 21:55:00.115","11.00","11","11.00","6 825.71","1124"
"LONDON_1B1S","16/11/2021 15:35:00.088","US30","2.20 Lots","2.20 Indices","Buy","36196.2","0.00","0.00","36319.5","16/11/2021 18:46:48.733","271.26","123.3","271.26","7 096.97","1126"
"RRL","16/11/2021 18:50:00.259","US30","1.10 Lots","1.10 Indices","Buy","36308.4","0.00","0.00","36246.5","16/11/2021 20:22:34.414","-68.09","-61.9","-68.09","7 028.88","1128"
"LONDON_1B1S","18/11/2021 15:35:01.162","US30","1.70 Lots","1.70 Indices","Sell","35919.9","0.00","0.00","35796.8","18/11/2021 16:00:28.378","209.27","123.1","209.27","7 238.15","1130"
"LONDON_1B1S","19/11/2021 16:05:10.342","US30","1.70 Lots","1.70 Indices","Sell","35591.7","0.00","0.00","35654.1","19/11/2021 16:14:50.036","-106.08","-62.4","-106.08","7 132.07","1132"
"RRL","19/11/2021 19:45:00.533","US30","0.50 Lots","0.50 Indices","Sell","35575.8","0.00","0.00","35637.7","19/11/2021 20:07:53.035","-30.95","-61.9","-30.95","7 101.12","1135"
"RRL","19/11/2021 19:50:00.095","US30","0.50 Lots","0.50 Indices","Sell","35580.8","0.00","0.00","35642.7","19/11/2021 20:09:18.728","-30.95","-61.9","-30.95","7 070.17","1136"
"LONDON_1B1S","22/11/2021 15:48:42.763","US30","2.20 Lots","2.20 Indices","Buy","35799.1","0.00","0.00","35921.7","22/11/2021 16:03:30.909","269.72","122.6","269.72","7 339.89","1138"
"RRL","22/11/2021 17:30:00.215","US30","1.10 Lots","1.10 Indices","Buy","35904.1","0.00","0.00","35841.7","22/11/2021 17:53:49.898","-68.64","-62.4","-68.64","7 202.61","1142"
"RRL","22/11/2021 17:35:00.205","US30","1.10 Lots","1.10 Indices","Buy","35909.6","0.00","0.00","35847.2","22/11/2021 17:53:34.544","-68.64","-62.4","-68.64","7 271.25","1141"
"LONDON_1B1S","23/11/2021 15:45:01.310","US30","2.30 Lots","2.30 Indices","Buy","35671.2","0.00","0.00","35609.7","23/11/2021 16:14:33.002","-141.45","-61.5","-141.45","7 061.16","1144"
"LONDON_1B1S","29/11/2021 15:55:03.351","US30","1.70 Lots","1.70 Indices","Sell","35010.9","0.00","0.00","35073.1","29/11/2021 17:41:31.195","-105.74","-62.2","-105.74","6 955.42","1146"
"LONDON_1B1S","30/11/2021 15:35:00.007","US30","2.20 Lots","2.20 Indices","Buy","34928.2","0.00","0.00","34863.3","30/11/2021 15:35:55.495","-142.78","-64.9","-142.78","6 812.64","1148"
"RRL","02/12/2021 17:30:00.226","US30","0.50 Lots","0.50 Indices","Buy","34591.6","0.00","0.00","34529.2","02/12/2021 17:31:29.784","-31.20","-62.4","-31.20","6 781.44","1150"
"RRL","02/12/2021 17:45:00.237","US30","0.50 Lots","0.50 Indices","Buy","34529.6","0.00","0.00","34655.2","02/12/2021 17:59:45.213","62.80","125.6","62.80","6 844.24","1152"
"LONDON_1B1S","03/12/2021 16:02:08.073","US30","1.10 Lots","1.10 Indices","Sell","34507.9","0.00","0.00","34570.8","03/12/2021 16:04:18.925","-69.19","-62.9","-69.19","6 775.05","1154"
"RRL","06/12/2021 17:30:00.111","US30","0.50 Lots","0.50 Indices","Buy","35185.1","0.00","0.00","35308.7","06/12/2021 19:03:10.146","61.80","123.6","61.80","6 836.85","1157"
"RRL","06/12/2021 17:35:00.228","US30","0.50 Lots","0.50 Indices","Buy","35188.1","0.00","0.00","35310.7","06/12/2021 19:03:10.398","61.30","122.6","61.30","6 898.15","1158"
"RRL","07/12/2021 17:30:00.718","US30","0.50 Lots","0.50 Indices","Buy","35770.5","0.00","0.00","35709.0","07/12/2021 19:08:39.111","-30.75","-61.5","-30.75","6 867.40","1161"
"RRL","07/12/2021 17:35:00.062","US30","0.50 Lots","0.50 Indices","Buy","35765.0","0.00","0.00","35703.5","07/12/2021 19:09:08.038","-30.75","-61.5","-30.75","6 836.65","1162"
"RRL","09/12/2021 17:30:00.166","US30","0.50 Lots","0.50 Indices","Buy","35734.1","0.00","0.00","35856.9","09/12/2021 20:23:46.331","61.40","122.8","61.40","6 898.05","1165"
"RRL","09/12/2021 17:35:00.151","US30","0.50 Lots","0.50 Indices","Buy","35734.6","0.00","0.00","35857.4","09/12/2021 20:23:47.930","61.40","122.8","61.40","6 959.45","1166"
"LONDON_1B1S","10/12/2021 17:08:53.396","US30","1.10 Lots","1.10 Indices","Sell","35732.9","0.00","0.00","35794.8","10/12/2021 17:37:29.691","-68.09","-61.9","-68.09","6 891.36","1168"
"LONDON_1B1S","14/12/2021 16:50:40.353","US30","1.10 Lots","1.10 Indices","Sell","35513.0","0.00","0.00","35576.4","14/12/2021 17:29:28.083","-69.74","-63.4","-69.74","6 821.62","1170"
"LONDON_1B1S","20/12/2021 15:52:31.546","US30","1.10 Lots","1.10 Indices","Sell","34726.9","0.00","0.00","34795.3","20/12/2021 15:56:59.679","-75.24","-68.4","-75.24","6 746.38","1172"
"RRL","21/12/2021 17:45:00.233","US30","0.50 Lots","0.50 Indices","Buy","35449.2","0.00","0.00","35386.8","21/12/2021 17:57:36.535","-31.20","-62.4","-31.20","6 715.18","1175"
