"Label","Entry time (UTC+1)","Symbol","Quantity","Volume","Type","Entry price","Broker commission","Swaps","Closing price","Closing time (UTC+1)","Net $","Pips","Gross $","Balance $","ID"
"RRL","06/03/2020 17:30:00.121","US30","0.60 Lots","0.60 Indices","Buy","25544.3","0.00","0.00","25666.9","06/03/2020 17:39:28.483","73.56","122.6","73.56","4 261.43","277"
"RRL","06/03/2020 17:35:00.002","US30","0.60 Lots","0.60 Indices","Buy","25615.3","0.00","0.00","25552.9","06/03/2020 17:45:56.260","-37.44","-62.4","-37.44","4 223.99","278"
"RRL","12/03/2020 18:05:00.338","US30","0.60 Lots","0.60 Indices","Buy","22642.0","0.00","0.00","22764.8","12/03/2020 18:05:46.583","73.68","122.8","73.68","4 297.67","280"
"RRL","20/04/2020 16:30:00.366","US30","0.60 Lots","0.60 Indices","Buy","24013.5","0.00","0.00","23951.1","20/04/2020 18:02:28.122","-37.44","-62.4","-37.44","4 222.19","284"
"RRL","20/04/2020 16:35:00.171","US30","0.60 Lots","0.60 Indices","Buy","24021.5","0.00","0.00","23958.1","20/04/2020 18:01:14.855","-38.04","-63.4","-38.04","4 259.63","283"
"LONDON_1B1S","23/04/2020 14:35:00.265","US30","0.60 Lots","0.60 Indices","Buy","23639.2","0.00","0.00","23761.7","23/04/2020 15:27:05.103","73.50","122.5","73.50","4 295.69","286"
"RRL","23/04/2020 16:30:00.079","US30","0.60 Lots","0.60 Indices","Buy","23845.1","0.00","0.00","23783.2","23/04/2020 16:32:35.913","-37.14","-61.9","-37.14","4 258.55","288"
"RRL","23/04/2020 16:35:00.000","US30","0.60 Lots","0.60 Indices","Buy","23766.1","0.00","0.00","23700.9","23/04/2020 17:44:28.434","-39.12","-65.2","-39.12","4 219.43","290"
"RRL","27/04/2020 16:30:00.302","US30","0.60 Lots","0.60 Indices","Buy","24049.1","0.00","0.00","24172.8","27/04/2020 20:19:22.389","74.22","123.7","74.22","4 256.51","294"
"RRL","27/04/2020 16:35:00.302","US30","0.60 Lots","0.60 Indices","Buy","24069.1","0.00","0.00","24007.2","27/04/2020 18:23:26.568","-37.14","-61.9","-37.14","4 182.29","293"
"LONDON_1B1S","01/05/2020 16:45:48.658","US30","0.60 Lots","0.60 Indices","Sell","23798.0","0.00","0.00","23674.2","01/05/2020 20:51:18.650","74.28","123.8","74.28","4 330.79","296"
"RRL","04/05/2020 16:55:00.138","US30","0.30 Lots","0.30 Indices","Buy","23542.7","0.00","0.00","23479.8","04/05/2020 18:11:42.475","-18.87","-62.9","-18.87","4 293.35","300"
"RRL","04/05/2020 17:30:00.377","US30","0.30 Lots","0.30 Indices","Buy","23567.2","0.00","0.00","23505.3","04/05/2020 17:37:45.121","-18.57","-61.9","-18.57","4 312.22","299"
"RRL","05/05/2020 16:30:00.040","US30","0.30 Lots","0.30 Indices","Buy","24123.3","0.00","0.00","24061.5","05/05/2020 18:05:45.437","-18.54","-61.8","-18.54","4 255.97","304"
"RRL","05/05/2020 16:35:00.803","US30","0.30 Lots","0.30 Indices","Buy","24144.3","0.00","0.00","24081.5","05/05/2020 17:43:43.635","-18.84","-62.8","-18.84","4 274.51","303"
"RRL","07/05/2020 16:50:00.426","US30","0.30 Lots","0.30 Indices","Buy","24070.7","0.00","0.00","24009.2","07/05/2020 17:47:33.618","-18.45","-61.5","-18.45","4 237.52","307"
"RRL","07/05/2020 16:55:00.366","US30","0.30 Lots","0.30 Indices","Buy","24061.2","0.00","0.00","23999.7","07/05/2020 17:48:09.218","-18.45","-61.5","-18.45","4 219.07","308"
"RRL","08/05/2020 16:30:00.311","US30","0.30 Lots","0.30 Indices","Buy","24246.1","0.00","0.00","24184.2","08/05/2020 18:42:59.097","-18.57","-61.9","-18.57","4 200.50","311"
"RRL","08/05/2020 16:35:00.456","US30","0.30 Lots","0.30 Indices","Buy","24245.1","0.00","0.00","24182.7","08/05/2020 18:42:59.328","-18.72","-62.4","-18.72","4 181.78","312"
"RRL","11/05/2020 16:35:00.028","US30","0.30 Lots","0.30 Indices","Buy","24185.9","0.00","0.00","24309.3","11/05/2020 18:07:02.833","37.02","123.4","37.02","4 218.80","315"
"RRL","11/05/2020 16:40:00.484","US30","0.30 Lots","0.30 Indices","Buy","24187.4","0.00","0.00","24311.8","11/05/2020 18:07:03.163","37.32","124.4","37.32","4 256.12","316"
"RRL","12/05/2020 18:20:00.068","US30","0.80 Lots","0.80 Indices","Sell","24109.0","0.00","0.00","23986.4","12/05/2020 20:35:40.235","98.08","122.6","98.08","4 304.28","320"
"RRL","12/05/2020 18:25:00.691","US30","0.80 Lots","0.80 Indices","Sell","24068.5","0.00","0.00","24130.9","12/05/2020 18:49:21.799","-49.92","-62.4","-49.92","4 206.20","319"
"LONDON_1B1S","14/05/2020 14:52:02.427","US30","0.60 Lots","0.60 Indices","Sell","22872.3","0.00","0.00","22934.7","14/05/2020 15:25:10.145","-37.44","-62.4","-37.44","4 266.84","322"
"RRL","14/05/2020 16:30:00.164","US30","0.30 Lots","0.30 Indices","Buy","23156.8","0.00","0.00","23094.4","14/05/2020 16:40:27.402","-18.72","-62.4","-18.72","4 229.40","326"
"RRL","14/05/2020 16:35:00.130","US30","0.30 Lots","0.30 Indices","Buy","23175.8","0.00","0.00","23113.4","14/05/2020 16:40:08.235","-18.72","-62.4","-18.72","4 248.12","325"
"RRL","15/05/2020 19:00:01.069","US30","0.30 Lots","0.30 Indices","Buy","23619.9","0.00","0.00","23653.8","15/05/2020 20:55:00.115","10.17","33.9","10.17","4 220.40","330"
"RRL","15/05/2020 19:05:00.487","US30","0.30 Lots","0.30 Indices","Buy","23698.4","0.00","0.00","23634.5","15/05/2020 19:36:17.392","-19.17","-63.9","-19.17","4 210.23","329"
"RRL","18/05/2020 16:30:00.036","US30","0.30 Lots","0.30 Indices","Buy","24535.2","0.00","0.00","24658.8","18/05/2020 20:33:54.964","37.08","123.6","37.08","4 294.26","334"
"RRL","18/05/2020 16:35:00.631","US30","0.30 Lots","0.30 Indices","Buy","24529.7","0.00","0.00","24652.3","18/05/2020 20:33:15.650","36.78","122.6","36.78","4 257.18","333"
"LONDON_1B1S","19/05/2020 14:46:01.712","US30","0.60 Lots","0.60 Indices","Sell","24416.7","0.00","0.00","24479.1","19/05/2020 14:56:48.617","-37.44","-62.4","-37.44","4 256.82","336"
"LONDON_1B1S","21/05/2020 15:35:21.654","US30","0.10 Lots","0.10 Indices","Buy","24584.4","0.00","0.00","24522.2","21/05/2020 16:00:13.436","-6.22","-62.2","-6.22","4 250.60","338"
"LONDON_1B1S","26/05/2020 16:28:35.157","US30","0.10 Lots","0.10 Indices","Buy","25076.4","0.00","0.00","25013.0","26/05/2020 17:22:51.602","-6.34","-63.4","-6.34","4 244.26","340"
"RRL","26/05/2020 18:05:00.612","US30","0.30 Lots","0.30 Indices","Buy","25125.8","0.00","0.00","25063.5","26/05/2020 20:34:43.781","-18.69","-62.3","-18.69","4 205.23","344"
"RRL","26/05/2020 18:10:01.090","US30","0.30 Lots","0.30 Indices","Buy","25126.3","0.00","0.00","25058.5","26/05/2020 20:34:42.892","-20.34","-67.8","-20.34","4 223.92","343"
"LONDON_1B1S","28/05/2020 14:37:19.690","US30","0.60 Lots","0.60 Indices","Sell","25601.6","0.00","0.00","25663.3","28/05/2020 15:11:26.735","-37.02","-61.7","-37.02","4 168.21","346"
"LONDON_1B1S","29/05/2020 15:30:00.466","US30","0.60 Lots","0.60 Indices","Sell","25235.8","0.00","0.00","25113.3","29/05/2020 17:50:49.751","73.50","122.5","73.50","4 241.71","348"
"LONDON_1B1S","01/06/2020 14:36:35.689","US30","0.60 Lots","0.60 Indices","Sell","25230.3","0.00","0.00","25293.2","01/06/2020 14:41:00.787","-37.74","-62.9","-37.74","4 203.97","350"
"RRL","01/06/2020 16:40:00.444","US30","0.60 Lots","0.60 Indices","Buy","25426.2","0.00","0.00","25484.9","01/06/2020 20:55:00.023","35.22","58.7","35.22","4 239.19","353"
"RRL","01/06/2020 16:45:00.502","US30","0.60 Lots","0.60 Indices","Buy","25431.7","0.00","0.00","25484.9","01/06/2020 20:55:00.023","31.92","53.2","31.92","4 271.11","354"
"RRL","02/06/2020 17:50:00.451","US30","0.60 Lots","0.60 Indices","Buy","25634.4","0.00","0.00","25572.5","02/06/2020 19:34:28.383","-37.14","-61.9","-37.14","4 196.83","358"
"RRL","02/06/2020 18:05:01.003","US30","0.60 Lots","0.60 Indices","Buy","25640.4","0.00","0.00","25578.5","02/06/2020 19:33:29.135","-37.14","-61.9","-37.14","4 233.97","357"
"LONDON_1B1S","04/06/2020 15:03:00.063","US30","0.80 Lots","0.80 Indices","Buy","26282.9","0.00","0.00","26221.1","04/06/2020 17:31:21.173","-49.44","-61.8","-49.44","4 110.25","363"
"RRL","04/06/2020 16:40:00.085","US30","0.60 Lots","0.60 Indices","Buy","26290.5","0.00","0.00","26228.6","04/06/2020 17:30:15.080","-37.14","-61.9","-37.14","4 159.69","362"
"RRL","04/06/2020 16:45:00.105","US30","0.60 Lots","0.60 Indices","Buy","26270.5","0.00","0.00","26207.1","04/06/2020 17:31:34.461","-38.04","-63.4","-38.04","4 072.21","364"
"LONDON_1B1S","05/06/2020 14:35:00.026","US30","0.70 Lots","0.70 Indices","Buy","27003.0","0.00","0.00","26940.6","05/06/2020 14:58:50.651","-43.68","-62.4","-43.68","4 028.53","366"
"RRL","05/06/2020 16:30:00.837","US30","0.60 Lots","0.60 Indices","Buy","27273.8","0.00","0.00","27210.9","05/06/2020 17:12:12.090","-37.74","-62.9","-37.74","3 953.35","370"
"RRL","05/06/2020 16:35:00.577","US30","0.60 Lots","0.60 Indices","Buy","27282.8","0.00","0.00","27220.4","05/06/2020 16:59:13.076","-37.44","-62.4","-37.44","3 991.09","369"
"LONDON_1B1S","08/06/2020 14:43:24.683","US30","0.70 Lots","0.70 Indices","Buy","27375.1","0.00","0.00","27313.4","08/06/2020 15:28:06.628","-43.19","-61.7","-43.19","3 910.16","372"
"RRL","08/06/2020 18:40:00.555","US30","0.60 Lots","0.60 Indices","Buy","27418.4","0.00","0.00","27541.0","08/06/2020 20:52:00.408","73.56","122.6","73.56","4 064.18","376"
"RRL","08/06/2020 18:45:00.567","US30","0.60 Lots","0.60 Indices","Buy","27402.4","0.00","0.00","27536.5","08/06/2020 20:50:00.427","80.46","134.1","80.46","3 990.62","375"
"RRL","09/06/2020 16:30:00.067","US30","0.60 Lots","0.60 Indices","Buy","27362.7","0.00","0.00","27299.3","09/06/2020 16:37:18.717","-38.04","-63.4","-38.04","4 026.14","378"
"RRL","09/06/2020 17:40:00.253","US30","0.60 Lots","0.60 Indices","Buy","27359.9","0.00","0.00","27298.0","09/06/2020 20:50:23.908","-37.14","-61.9","-37.14","3 989.00","380"
"LONDON_1B1S","11/06/2020 15:46:51.434","US30","0.60 Lots","0.60 Indices","Sell","26043.6","0.00","0.00","25921.0","11/06/2020 16:01:45.455","73.56","122.6","73.56","4 062.56","382"
"LONDON_1B1S","12/06/2020 16:02:45.049","US30","0.60 Lots","0.60 Indices","Sell","25304.7","0.00","0.00","25368.1","12/06/2020 16:06:22.847","-38.04","-63.4","-38.04","4 024.52","384"
"LONDON_1B1S","15/06/2020 15:05:33.453","US30","0.70 Lots","0.70 Indices","Buy","25149.5","0.00","0.00","25087.8","15/06/2020 15:30:45.324","-43.19","-61.7","-43.19","3 981.33","386"
"RRL","15/06/2020 16:30:00.335","US30","0.60 Lots","0.60 Indices","Buy","25285.5","0.00","0.00","25408.1","15/06/2020 17:03:06.384","73.56","122.6","73.56","4 129.05","390"
"RRL","15/06/2020 16:35:00.015","US30","0.60 Lots","0.60 Indices","Buy","25258.0","0.00","0.00","25381.6","15/06/2020 17:02:58.592","74.16","123.6","74.16","4 055.49","389"
"LONDON_1B1S","16/06/2020 15:59:44.578","US30","0.60 Lots","0.60 Indices","Sell","26030.8","0.00","0.00","25905.7","16/06/2020 16:00:17.522","75.06","125.1","75.06","4 204.11","392"
"RRL","18/06/2020 16:30:00.082","US30","0.60 Lots","0.60 Indices","Buy","26094.0","0.00","0.00","26031.1","18/06/2020 16:40:14.949","-37.74","-62.9","-37.74","4 166.37","395"
"RRL","18/06/2020 16:35:00.107","US30","0.60 Lots","0.60 Indices","Buy","26082.0","0.00","0.00","26020.1","18/06/2020 16:52:19.043","-37.14","-61.9","-37.14","4 129.23","396"
"LONDON_1B1S","19/06/2020 14:35:58.894","US30","0.80 Lots","0.80 Indices","Buy","26416.8","0.00","0.00","26354.4","19/06/2020 14:41:28.848","-49.92","-62.4","-49.92","4 079.31","398"
"LONDON_1B1S","22/06/2020 14:36:33.289","US30","0.60 Lots","0.60 Indices","Sell","25699.1","0.00","0.00","25761.0","22/06/2020 14:46:43.939","-37.14","-61.9","-37.14","4 042.17","400"
"RRL","22/06/2020 16:30:00.033","US30","0.60 Lots","0.60 Indices","Buy","25881.8","0.00","0.00","26004.4","22/06/2020 17:16:10.875","73.56","122.6","73.56","4 189.29","404"
"RRL","22/06/2020 16:35:00.191","US30","0.60 Lots","0.60 Indices","Buy","25879.8","0.00","0.00","26002.4","22/06/2020 17:16:04.080","73.56","122.6","73.56","4 115.73","403"
"LONDON_1B1S","25/06/2020 15:26:27.666","US30","0.80 Lots","0.80 Indices","Buy","25557.8","0.00","0.00","25494.9","25/06/2020 15:34:25.601","-50.32","-62.9","-50.32","4 138.97","406"
"RRL","25/06/2020 16:30:00.109","US30","0.60 Lots","0.60 Indices","Buy","25452.3","0.00","0.00","25384.9","25/06/2020 16:33:08.012","-40.44","-67.4","-40.44","4 098.53","408"
"RRL","25/06/2020 16:55:00.334","US30","0.60 Lots","0.60 Indices","Buy","25423.8","0.00","0.00","25546.9","25/06/2020 17:22:02.918","73.86","123.1","73.86","4 172.39","410"
"LONDON_1B1S","26/06/2020 15:30:00.247","US30","0.60 Lots","0.60 Indices","Sell","25280.8","0.00","0.00","25158.2","26/06/2020 15:38:35.353","73.56","122.6","73.56","4 245.95","412"
"LONDON_1B1S","29/06/2020 15:13:13.408","US30","0.80 Lots","0.80 Indices","Buy","25329.4","0.00","0.00","25453.5","29/06/2020 15:50:19.800","99.28","124.1","99.28","4 345.23","414"
"RRL","29/06/2020 16:30:00.138","US30","0.70 Lots","0.70 Indices","Buy","25457.9","0.00","0.00","25394.5","29/06/2020 16:55:25.212","-44.38","-63.4","-44.38","4 300.85","417"
"RRL","29/06/2020 16:35:00.095","US30","0.70 Lots","0.70 Indices","Buy","25438.4","0.00","0.00","25373.0","29/06/2020 16:56:49.153","-45.78","-65.4","-45.78","4 255.07","418"
"RRL","30/06/2020 16:30:00.397","US30","0.60 Lots","0.60 Indices","Buy","25651.6","0.00","0.00","25589.7","30/06/2020 16:36:45.246","-37.14","-61.9","-37.14","4 217.93","421"
"RRL","30/06/2020 16:35:00.196","US30","0.60 Lots","0.60 Indices","Buy","25610.1","0.00","0.00","25548.4","30/06/2020 18:00:03.348","-37.02","-61.7","-37.02","4 180.91","422"
"LONDON_1B1S","02/07/2020 14:35:07.246","US30","0.60 Lots","0.60 Indices","Buy","26175.0","0.00","0.00","26113.1","02/07/2020 14:37:19.908","-37.14","-61.9","-37.14","4 143.77","424"
"LONDON_1B1S","07/07/2020 15:12:38.266","US30","0.60 Lots","0.60 Indices","Buy","26169.4","0.00","0.00","26107.5","07/07/2020 15:34:08.315","-37.14","-61.9","-37.14","4 106.63","426"
"RRL","07/07/2020 16:30:00.029","US30","0.30 Lots","0.30 Indices","Buy","26135.4","0.00","0.00","26073.5","07/07/2020 17:14:58.449","-18.57","-61.9","-18.57","4 088.06","429"
"RRL","07/07/2020 16:55:00.270","US30","0.30 Lots","0.30 Indices","Buy","26130.4","0.00","0.00","26068.5","07/07/2020 17:27:24.661","-18.57","-61.9","-18.57","4 069.49","430"
"LONDON_1B1S","10/07/2020 14:38:03.098","US30","0.60 Lots","0.60 Indices","Buy","25712.0","0.00","0.00","25835.1","10/07/2020 14:46:16.822","73.86","123.1","73.86","4 143.35","432"
"RRL","10/07/2020 16:30:00.097","US30","0.30 Lots","0.30 Indices","Buy","25877.9","0.00","0.00","26000.4","10/07/2020 19:05:52.272","36.75","122.5","36.75","4 216.85","436"
"RRL","10/07/2020 16:35:01.050","US30","0.30 Lots","0.30 Indices","Buy","25851.4","0.00","0.00","25973.9","10/07/2020 18:49:56.498","36.75","122.5","36.75","4 180.10","435"
"LONDON_1B1S","13/07/2020 15:11:13.565","US30","0.60 Lots","0.60 Indices","Buy","26344.7","0.00","0.00","26468.3","13/07/2020 15:59:52.645","74.16","123.6","74.16","4 291.01","438"
"RRL","13/07/2020 16:30:00.051","US30","0.30 Lots","0.30 Indices","Buy","26522.2","0.00","0.00","26451.8","13/07/2020 16:47:10.101","-21.12","-70.4","-21.12","4 269.89","441"
"RRL","13/07/2020 16:35:00.211","US30","0.30 Lots","0.30 Indices","Buy","26489.7","0.00","0.00","26612.6","13/07/2020 18:22:15.463","36.87","122.9","36.87","4 306.76","442"
"LONDON_1B1S","14/07/2020 15:31:47.555","US30","0.70 Lots","0.70 Indices","Buy","26274.2","0.00","0.00","26396.8","14/07/2020 16:33:47.353","85.82","122.6","85.82","4 392.58","445"
"RRL","14/07/2020 16:30:00.456","US30","0.30 Lots","0.30 Indices","Buy","26312.2","0.00","0.00","26435.1","14/07/2020 18:43:41.674","36.87","122.9","36.87","4 410.88","448"
"RRL","14/07/2020 16:35:00.300","US30","0.30 Lots","0.30 Indices","Buy","26374.2","0.00","0.00","26312.3","14/07/2020 17:09:38.520","-18.57","-61.9","-18.57","4 374.01","447"
"LONDON_1B1S","16/07/2020 14:48:32.201","US30","0.70 Lots","0.70 Indices","Buy","26776.6","0.00","0.00","26714.9","16/07/2020 15:05:19.539","-43.19","-61.7","-43.19","4 367.69","450"
"LONDON_1B1S","20/07/2020 14:35:00.217","US30","0.70 Lots","0.70 Indices","Buy","26691.0","0.00","0.00","26628.1","20/07/2020 14:36:22.161","-44.03","-62.9","-44.03","4 323.66","452"
"RRL","20/07/2020 19:00:01.174","US30","0.30 Lots","0.30 Indices","Buy","26726.0","0.00","0.00","26725.8","20/07/2020 20:55:00.115","-0.06","-0.2","-0.06","4 323.60","455"
"RRL","20/07/2020 19:05:01.528","US30","0.30 Lots","0.30 Indices","Buy","26711.0","0.00","0.00","26725.8","20/07/2020 20:55:00.115","4.44","14.8","4.44","4 328.04","456"
"LONDON_1B1S","21/07/2020 14:44:31.708","US30","0.70 Lots","0.70 Indices","Buy","26962.2","0.00","0.00","26899.4","21/07/2020 15:27:21.948","-43.96","-62.8","-43.96","4 284.08","458"
"RRL","23/07/2020 18:40:00.920","US30","0.60 Lots","0.60 Indices","Sell","26799.9","0.00","0.00","26676.3","23/07/2020 19:03:09.576","74.16","123.6","74.16","4 358.24","461"
"RRL","23/07/2020 18:45:00.346","US30","0.60 Lots","0.60 Indices","Sell","26746.9","0.00","0.00","26623.3","23/07/2020 19:13:06.582","74.16","123.6","74.16","4 432.40","462"
"RRL","24/07/2020 18:15:00.161","US30","0.70 Lots","0.70 Indices","Sell","26431.6","0.00","0.00","26493.5","24/07/2020 19:08:00.750","-43.33","-61.9","-43.33","4 389.07","465"
"RRL","24/07/2020 18:20:00.969","US30","0.70 Lots","0.70 Indices","Sell","26440.1","0.00","0.00","26502.0","24/07/2020 19:08:28.930","-43.33","-61.9","-43.33","4 345.74","466"
"LONDON_1B1S","27/07/2020 14:54:39.306","US30","0.70 Lots","0.70 Indices","Buy","26575.8","0.00","0.00","26514.1","27/07/2020 16:35:12.803","-43.19","-61.7","-43.19","4 302.55","468"
"LONDON_1B1S","30/07/2020 16:01:42.971","US30","0.10 Lots","0.10 Indices","Sell","26151.6","0.00","0.00","26215.5","30/07/2020 16:11:20.113","-6.39","-63.9","-6.39","4 296.16","470"
"RRL","30/07/2020 17:30:00.352","US30","0.30 Lots","0.30 Indices","Buy","26302.0","0.00","0.00","26298.1","30/07/2020 20:55:00.115","-1.17","-3.9","-1.17","4 294.99","473"
"RRL","30/07/2020 17:35:00.443","US30","0.30 Lots","0.30 Indices","Buy","26307.5","0.00","0.00","26298.1","30/07/2020 20:55:00.115","-2.82","-9.4","-2.82","4 292.17","474"
"LONDON_1B1S","31/07/2020 16:18:32.438","US30","0.10 Lots","0.10 Indices","Sell","26233.1","0.00","0.00","26110.0","31/07/2020 17:08:17.000","12.31","123.1","12.31","4 304.48","476"
"RRL","03/08/2020 16:30:00.340","US30","0.30 Lots","0.30 Indices","Buy","26673.9","0.00","0.00","26675.9","03/08/2020 20:55:00.009","0.60","2","0.60","4 305.08","479"
"RRL","03/08/2020 16:35:00.060","US30","0.30 Lots","0.30 Indices","Buy","26671.4","0.00","0.00","26675.9","03/08/2020 20:55:00.009","1.35","4.5","1.35","4 306.43","480"
"RRL","04/08/2020 16:30:00.197","US30","0.30 Lots","0.30 Indices","Buy","26788.2","0.00","0.00","26726.3","04/08/2020 19:30:01.224","-18.57","-61.9","-18.57","4 287.86","483"
"RRL","04/08/2020 16:35:00.131","US30","0.30 Lots","0.30 Indices","Buy","26778.2","0.00","0.00","26716.3","04/08/2020 19:30:26.657","-18.57","-61.9","-18.57","4 269.29","484"
"RRL","07/08/2020 16:50:01.069","US30","0.30 Lots","0.30 Indices","Buy","27322.1","0.00","0.00","27260.5","07/08/2020 19:23:28.686","-18.48","-61.6","-18.48","4 232.33","488"
"RRL","07/08/2020 17:35:00.299","US30","0.30 Lots","0.30 Indices","Buy","27351.1","0.00","0.00","27289.5","07/08/2020 18:09:08.547","-18.48","-61.6","-18.48","4 250.81","487"
"LONDON_1B1S","10/08/2020 14:35:00.378","US30","1.00 Lots","1 Indices","Buy","27597.2","0.00","0.00","27720.1","10/08/2020 16:58:11.405","122.90","122.9","122.90","4 355.23","491"
"RRL","10/08/2020 16:55:00.222","US30","0.30 Lots","0.30 Indices","Buy","27704.5","0.00","0.00","27791.0","10/08/2020 20:55:00.115","25.95","86.5","25.95","4 381.18","493"
"RRL","10/08/2020 17:30:00.164","US30","0.30 Lots","0.30 Indices","Buy","27687.0","0.00","0.00","27791.0","10/08/2020 20:55:00.115","31.20","104","31.20","4 412.38","494"
"LONDON_1B1S","11/08/2020 14:42:29.997","US30","1.00 Lots","1 Indices","Buy","28141.4","0.00","0.00","28079.0","11/08/2020 14:59:38.237","-62.40","-62.4","-62.40","4 349.98","496"
"LONDON_1B1S","13/08/2020 14:39:15.901","US30","0.80 Lots","0.80 Indices","Sell","27874.8","0.00","0.00","27937.2","13/08/2020 14:51:46.608","-49.92","-62.4","-49.92","4 300.06","498"
"RRL","14/08/2020 16:30:00.248","US30","0.30 Lots","0.30 Indices","Buy","27927.6","0.00","0.00","27865.9","14/08/2020 20:15:21.559","-18.51","-61.7","-18.51","4 262.74","502"
"RRL","14/08/2020 16:35:00.337","US30","0.30 Lots","0.30 Indices","Buy","27935.1","0.00","0.00","27872.4","14/08/2020 20:12:18.353","-18.81","-62.7","-18.81","4 281.25","501"
"LONDON_1B1S","17/08/2020 14:57:49.439","US30","0.80 Lots","0.80 Indices","Sell","27867.2","0.00","0.00","27873.5","17/08/2020 20:55:00.115","-5.04","-6.3","-5.04","4 257.70","504"
"LONDON_1B1S","18/08/2020 15:23:27.984","US30","0.80 Lots","0.80 Indices","Sell","27711.5","0.00","0.00","27773.9","18/08/2020 16:00:22.416","-49.92","-62.4","-49.92","4 207.78","506"
